match_id;id;name;country_code;role;image
2019300;250053830;Simon Bennett;ENG;ASSISTANT_REFEREE_TWO;https://img.uefa.com/imgml/referees/75x75/250053830.jpg
2019300;277724;Mark Clattenburg;ENG;REFEREE;https://img.uefa.com/imgml/referees/75x75/277724.jpg
2019300;250060924;Harry Lennard;ENG;FOURTH_OFFICIAL;https://img.uefa.com/imgml/referees/75x75/250060924.jpg
2019301;250010114;Michael Oliver;ENG;REFEREE;https://img.uefa.com/imgml/referees/75x75/250010114.jpg
2019301;250064467;Craig Pawson;ENG;ADDITIONAL_ASSISTANT_REFEREE_ONE;https://img.uefa.com/imgml/referees/75x75/250064467.jpg
2019301;800598;Jean Paul Mievis;BEL;UEFA_DELEGATE;https://img.uefa.com/imgml/referees/75x75/800598.jpg
2019301;250057837;Gary Beswick;ENG;ASSISTANT_REFEREE_TWO;https://img.uefa.com/imgml/referees/75x75/250057837.jpg
2019301;250002607;Stephen Child;ENG;FOURTH_OFFICIAL;https://img.uefa.com/imgml/referees/75x75/250002607.jpg
2019301;250018989;Stuart Burt;ENG;ASSISTANT_REFEREE_ONE;https://img.uefa.com/imgml/referees/75x75/250018989.jpg
2019301;288841;Jonathan Moss;ENG;ADDITIONAL_ASSISTANT_REFEREE_TWO;https://img.uefa.com/imgml/referees/75x75/288841.jpg
2019302;250054652;David McGeachie;SCO;ASSISTANT_REFEREE_ONE;https://img.uefa.com/imgml/referees/75x75/250054652.jpg
2019302;250058327;Peadar Ryan;IRL;UEFA_DELEGATE;https://img.uefa.com/imgml/referees/75x75/250058327.jpg
2019302;250026628;Alan Mulvanny;SCO;ASSISTANT_REFEREE_TWO;https://img.uefa.com/imgml/referees/75x75/250026628.jpg
2019302;250066444;Andrew Dallas;SCO;ADDITIONAL_ASSISTANT_REFEREE_TWO;https://img.uefa.com/imgml/referees/75x75/250066444.jpg
2019302;250068708;Graeme Stewart;SCO;FOURTH_OFFICIAL;https://img.uefa.com/imgml/referees/75x75/250068708.jpg
2019302;281334;Craig Thomson;SCO;REFEREE;https://img.uefa.com/imgml/referees/75x75/281334.jpg
